관서명,구분,명칭,시도,시군구,상세주소,주소
좌천,파출소,좌천파출소,부산광역시,동구,중앙대로 491-4,부산광역시 동구 중앙대로 491-4
범곡,파출소,범곡파출소,부산광역시,동구,범상로 10-1,부산광역시 동구 범상로 10-1
양정,지구대,양정지구대,부산광역시,부산진구,동평로 342,부산광역시 부산진구 동평로 342
부전,지구대,부전지구대,부산광역시,부산진구,부전로 185,부산광역시 부산진구 부전로 185
서면,지구대,서면지구대,부산광역시,부산진구,신암로 56,부산광역시 부산진구 신암로 56
당감,지구대,당감지구대,부산광역시,부산진구,당감로 17-1,부산광역시 부산진구 당감로 17-1
성지,지구대,성지지구대,부산광역시,부산진구,성지로113번길 27,부산광역시 부산진구 성지로113번길 27
가야,지구대,가야지구대,부산광역시,부산진구,가야공원로 10,부산광역시 부산진구 가야공원로 10
부암,지구대,부암지구대,부산광역시,부산진구,신천대로 283,부산광역시 부산진구 신천대로 283
범천1,파출소,범천1파출소,부산광역시,부산진구,중앙번영로 10,부산광역시 부산진구 중앙번영로 10
전포,파출소,전포파출소,부산광역시,부산진구,전포대로 165,부산광역시 부산진구 전포대로 165
개금,파출소,개금파출소,부산광역시,부산진구,백양대로208번길 137,부산광역시 부산진구 백양대로208번길 137
송도,지구대,송도지구대,부산광역시,서구,충무대로 84,부산광역시 서구 충무대로 84
구덕,지구대,구덕지구대,부산광역시,서구,보수대로 258-5,부산광역시 서구 보수대로 258-5
충무,지구대,충무지구대,부산광역시,서구,임시수도기념로 36,부산광역시 서구 임시수도기념로 36
아미,파출소,아미파출소,부산광역시,서구,해돋이로 267,부산광역시 서구 해돋이로 267
문현,지구대,문현지구대,부산광역시,남구,전포대로 20번길 47,부산광역시 남구 전포대로 20번길 47
용호,지구대,용호지구대,부산광역시,남구,분포로 1,부산광역시 남구 분포로 1
대연,지구대,대연지구대,부산광역시,남구,수영로 328,부산광역시 남구 수영로 328
광남,지구대,광남지구대,부산광역시,수영구,수영로554번길 52,부산광역시 수영구 수영로554번길 52
광민,지구대,광민지구대,부산광역시,수영구,광안해변로295번길 22,부산광역시 수영구 광안해변로295번길 22
못골,파출소,못골파출소,부산광역시,남구,진남로 46번길 37,부산광역시 남구 진남로 46번길 37
우암,파출소,우암파출소,부산광역시,남구,우암로 170,부산광역시 남구 우암로 170
용당,파출소,용당파출소,부산광역시,남구,신선로 318,부산광역시 남구 신선로 318
감만,파출소,감만파출소,부산광역시,남구,우암로86,부산광역시 남구 우암로86
재송,지구대,재송지구대,부산광역시,해운대구,해운대로161번길 17,부산광역시 해운대구 해운대로161번길 17
우동,지구대,우동지구대,부산광역시,해운대구,해운대로 398,부산광역시 해운대구 해운대로 398
중동,지구대,중동지구대,부산광역시,해운대구,좌동순환로433번길 32,부산광역시 해운대구 좌동순환로433번길 32
좌동,지구대,좌동지구대,부산광역시,해운대구,좌동순환로 185,부산광역시 해운대구 좌동순환로 185
반여,지구대,반여지구대,부산광역시,해운대구,선수촌로21번길 64,부산광역시 해운대구 선수촌로21번길 64
송정,파출소,송정파출소,부산광역시,해운대구,송정중앙로8번길 65,부산광역시 해운대구 송정중앙로8번길 65
반석,파출소,반석파출소,부산광역시,해운대구,아랫반송로 6,부산광역시 해운대구 아랫반송로 6
반송,파출소,반송파출소,부산광역시,해운대구,신반송로 177,부산광역시 해운대구 신반송로 177
반여2·3,파출소,반여2·3파출소,부산광역시,해운대구,재반로 197,부산광역시 해운대구 재반로 197
주례,지구대,주례지구대,부산광역시,사상구,주례로 141,부산광역시 사상구 주례로 141
학장,파출소,학장파출소,부산광역시,사상구,학감대로 123번길 4,부산광역시 사상구 학감대로 123번길 4
감전,지구대,감전지구대,부산광역시,사상구,가야대로 39,부산광역시 사상구 가야대로 39
모라,파출소,모라파출소,부산광역시,사상구,모라로 110번길 101,부산광역시 사상구 모라로 110번길 101
삼덕,파출소,삼덕파출소,부산광역시,사상구,삼덕로 73번길 48,부산광역시 사상구 삼덕로 73번길 48
엄궁,파출소,엄궁파출소,부산광역시,사상구,낙동대로 740,부산광역시 사상구 낙동대로 740
부곡,지구대,부곡지구대,부산광역시,금정구,부곡로 136 (부곡동) 부곡지구대,부산광역시 금정구 부곡로 136 (부곡동) 부곡지구대
장전,지구대,장전지구대,부산광역시,금정구,금정로 49 (장전동) 장전지구대,부산광역시 금정구 금정로 49 (장전동) 장전지구대
범어,지구대,범어지구대,부산광역시,금정구,팔송로39길 56 (남산동) 범어지구대,부산광역시 금정구 팔송로39길 56 (남산동) 범어지구대
서금,지구대,서금지구대,부산광역시,금정구,반송로 482-1 (금사동) 서금지구대,부산광역시 금정구 반송로 482-1 (금사동) 서금지구대
팔송,파출소,팔송파출소,부산광역시,금정구,중앙대로 2106 (청룡동) 팔송파출소,부산광역시 금정구 중앙대로 2106 (청룡동) 팔송파출소
괴정,지구대,괴정지구대,부산광역시,사하구,낙동대로 264,부산광역시 사하구 낙동대로 264
하단,지구대,하단지구대,부산광역시,사하구,하신중앙로 316,부산광역시 사하구 하신중앙로 316
감천,지구대,감천지구대,부산광역시,사하구,감천로103,부산광역시 사하구 감천로103
다대,지구대,다대지구대,부산광역시,사하구,다송로 46,부산광역시 사하구 다송로 46
신평,파출소,신평파출소,부산광역시,사하구,하신중앙로 171,부산광역시 사하구 하신중앙로 171
장림,파출소,장림파출소,부산광역시,사하구,다대로 239,부산광역시 사하구 다대로 239
토곡,지구대,토곡지구대,부산광역시,연제구,과정로164번길 16,부산광역시 연제구 과정로164번길 16
연일,지구대,연일지구대,부산광역시,연제구,반송로 18,부산광역시 연제구 반송로 18
거제,지구대,거제지구대,부산광역시,연제구,거제대로178번길 51-1,부산광역시 연제구 거제대로178번길 51-1
연산,파출소,연산파출소,부산광역시,연제구,연수로 207-1,부산광역시 연제구 연수로 207-1
망미1,파출소,망미1파출소,부산광역시,수영구,망미로8번길 74,부산광역시 수영구 망미로8번길 74
수영망미2,파출소,수영망미2파출소,부산광역시,수영구,수영성로 36-1 (수영동),부산광역시 수영구 수영성로 36-1 (수영동)
가락,파출소,가락파출소,부산광역시,강서구,가락대로 1465,부산광역시 강서구 가락대로 1465
강동,파출소,강동파출소,부산광역시,강서구,제도로 1191,부산광역시 강서구 제도로 1191
대저,파출소,대저파출소,부산광역시,강서구,대저로 284,부산광역시 강서구 대저로 284
공항,파출소,공항파출소,부산광역시,강서구,공항진입로 39,부산광역시 강서구 공항진입로 39
녹산,파출소,녹산파출소,부산광역시,강서구,낙동남로604번길 2-17,부산광역시 강서구 낙동남로604번길 2-17
신호,파출소,신호파출소,부산광역시,강서구,녹산산단335로 12-22,부산광역시 강서구 녹산산단335로 12-22
명지,파출소,명지파출소,부산광역시,강서구,명지국제2로28번길 13,부산광역시 강서구 명지국제2로28번길 13
가덕도,파출소,가덕도파출소,부산광역시,강서구,동선길 134,부산광역시 강서구 동선길 134
지사,파출소,지사파출소,부산광역시,강서구,과학산단2로20번길 7-20,부산광역시 강서구 과학산단2로20번길 7-20
덕천,지구대,덕천지구대,부산광역시,북구,금곡대로 66-8,부산광역시 북구 금곡대로 66-8
구포,지구대,구포지구대,부산광역시,북구,시랑로79번길 3,부산광역시 북구 시랑로79번길 3
만덕,지구대,만덕지구대,부산광역시,북구,은행나무로36번가길 24,부산광역시 북구 은행나무로36번가길 24
화명,지구대,화명지구대,부산광역시,북구,용당로 6,부산광역시 북구 용당로 6
금곡,파출소,금곡파출소,부산광역시,북구,금곡대로 462,부산광역시 북구 금곡대로 462
기장,지구대,기장지구대,부산광역시,기장군,기장읍 차성동로 94-6,부산광역시 기장군 기장읍 차성동로 94-6
일광,파출소,일광파출소,부산광역시,기장군,일광면 일광로 77-15,부산광역시 기장군 일광면 일광로 77-15
장안,파출소,장안파출소,부산광역시,기장군,장안읍 해맞이로 5,부산광역시 기장군 장안읍 해맞이로 5
정관,지구대,정관지구대,부산광역시,기장군,정관읍 용수로 17,부산광역시 기장군 정관읍 용수로 17
철마,파출소,철마파출소,부산광역시,기장군,철마면 철마로 473,부산광역시 기장군 철마면 철마로 473
서문,지구대,서문지구대,대구광역시,중구,국채보상로 99길 12,대구광역시 중구 국채보상로 99길 12
동덕,지구대,동덕지구대,대구광역시,중구,국채보상로 140길 16,대구광역시 중구 국채보상로 140길 16
남산,지구대,남산지구대,대구광역시,중구,달구벌대로 2048,대구광역시 중구 달구벌대로 2048
중앙,파출소,중앙파출소,대구광역시,중구,중앙대로 81길 88,대구광역시 중구 중앙대로 81길 88
큰고개,지구대,큰고개지구대,대구광역시,동구,효목로19길 143,대구광역시 동구 효목로19길 143
동촌,지구대,동촌지구대,대구광역시,동구,해동로 184,대구광역시 동구 해동로 184
안심,지구대,안심지구대,대구광역시,동구,반야월로 219,대구광역시 동구 반야월로 219
남신암,지구대,남신암지구대,대구광역시,동구,대현로 126,대구광역시 동구 대현로 126
동대구,지구대,동대구지구대,대구광역시,동구,동대구로85길 53,대구광역시 동구 동대구로85길 53
팔공,파출소,팔공파출소,대구광역시,동구,팔공로 197길 47,대구광역시 동구 팔공로 197길 47
공산,파출소,공산파출소,대구광역시,동구,파계로 546,대구광역시 동구 파계로 546
봉무불로,파출소,봉무불로파출소,대구광역시,동구,위남로9,대구광역시 동구 위남로9
동내혁신,파출소,동내혁신파출소,대구광역시,동구,동내로 120,대구광역시 동구 동내로 120
평산,지구대,평산지구대,대구광역시,서구,달서로26길 1,대구광역시 서구 달서로26길 1
